5964,7026c5964,7026
> ID:11, Address:0, Data:9, Time:7465
> ID:10, Address:0, Data:1, Time:7466
> ID:11, Address:0, Data:10, Time:7467
> ID:10, Address:0, Data:1, Time:7468
> ID:11, Address:0, Data:11, Time:7469
> ID:10, Address:0, Data:2, Time:7470
> ID:11, Address:0, Data:19, Time:7471
> ID:10, Address:0, Data:2, Time:7472
> ID:11, Address:0, Data:21, Time:7473
> ID:10, Address:0, Data:2, Time:7474
> ID:11, Address:0, Data:29, Time:7475
> ID:10, Address:0, Data:1, Time:7476
> ID:11, Address:0, Data:39, Time:7477
> ID:10, Address:0, Data:2, Time:7478
> ID:11, Address:0, Data:42, Time:7479
> ID:10, Address:0, Data:2, Time:7480
> ID:11, Address:0, Data:43, Time:7481
> ID:10, Address:0, Data:2, Time:7482
> ID:11, Address:0, Data:45, Time:7483
> ID:10, Address:0, Data:2, Time:7484
> ID:11, Address:0, Data:56, Time:7485
> ID:10, Address:0, Data:1, Time:7486
> ID:11, Address:0, Data:63, Time:7487
> ID:10, Address:0, Data:2, Time:7488
> ID:11, Address:0, Data:67, Time:7489
> ID:10, Address:0, Data:2, Time:7490
> ID:11, Address:0, Data:72, Time:7491
> ID:10, Address:0, Data:2, Time:7492
> ID:11, Address:0, Data:73, Time:7493
> ID:10, Address:0, Data:2, Time:7494
> ID:11, Address:0, Data:79, Time:7495
> ID:10, Address:0, Data:2, Time:7496
> ID:11, Address:0, Data:81, Time:7497
> ID:10, Address:0, Data:2, Time:7498
> ID:11, Address:0, Data:85, Time:7499
> ID:10, Address:0, Data:2, Time:7500
> ID:11, Address:0, Data:87, Time:7501
> ID:10, Address:0, Data:1, Time:7502
> ID:11, Address:0, Data:89, Time:7503
> ID:10, Address:0, Data:2, Time:7504
> ID:11, Address:0, Data:96, Time:7505
> ID:10, Address:0, Data:2, Time:7506
> ID:11, Address:0, Data:98, Time:7507
> ID:10, Address:0, Data:2, Time:7508
> ID:11, Address:0, Data:101, Time:7509
> ID:10, Address:0, Data:1, Time:7510
> ID:11, Address:0, Data:106, Time:7511
> ID:10, Address:0, Data:3, Time:7512
> ID:11, Address:0, Data:108, Time:7513
> ID:10, Address:0, Data:2, Time:7514
> ID:11, Address:0, Data:113, Time:7515
> ID:10, Address:0, Data:2, Time:7516
> ID:11, Address:0, Data:116, Time:7517
> ID:10, Address:0, Data:2, Time:7518
> ID:11, Address:0, Data:117, Time:7519
> ID:10, Address:0, Data:1, Time:7520
> ID:11, Address:0, Data:125, Time:7521
> ID:10, Address:0, Data:1, Time:7522
> ID:11, Address:0, Data:136, Time:7523
> ID:10, Address:0, Data:2, Time:7524
> ID:11, Address:0, Data:141, Time:7525
> ID:10, Address:0, Data:1, Time:7526
> ID:11, Address:0, Data:142, Time:7527
> ID:10, Address:0, Data:1, Time:7528
> ID:11, Address:0, Data:145, Time:7529
> ID:10, Address:0, Data:1, Time:7530
> ID:11, Address:0, Data:162, Time:7531
> ID:10, Address:0, Data:1, Time:7532
> ID:11, Address:0, Data:170, Time:7533
> ID:10, Address:0, Data:2, Time:7534
> ID:11, Address:0, Data:178, Time:7535
> ID:10, Address:0, Data:2, Time:7536
> ID:11, Address:0, Data:181, Time:7537
> ID:10, Address:0, Data:2, Time:7538
> ID:11, Address:0, Data:182, Time:7539
> ID:10, Address:0, Data:1, Time:7540
> ID:11, Address:0, Data:187, Time:7541
7544,7947c7544,7947
< ID:11, Address:0, Data:208, Time:7543
< ID:10, Address:0, Data:2, Time:7544
< ID:11, Address:0, Data:209, Time:7545
< ID:10, Address:0, Data:2, Time:7546
< ID:11, Address:0, Data:214, Time:7547
< ID:10, Address:0, Data:2, Time:7548
< ID:11, Address:0, Data:220, Time:7549
< ID:10, Address:0, Data:1, Time:7550
< ID:11, Address:0, Data:221, Time:7551
< ID:10, Address:0, Data:1, Time:7552
< ID:11, Address:0, Data:225, Time:7553
< ID:10, Address:0, Data:2, Time:7554
< ID:11, Address:0, Data:231, Time:7555
< ID:10, Address:0, Data:2, Time:7556
< ID:11, Address:0, Data:240, Time:7557
< ID:10, Address:0, Data:1, Time:7558
< ID:11, Address:0, Data:250, Time:7559
< ID:10, Address:0, Data:1, Time:7560
< ID:8, Address:0, Data:3361, Time:7561
< ID:9, Address:0, Data:3413, Time:7562
< ID:11, Address:0, Data:0, Time:7563
< ID:10, Address:0, Data:3, Time:7564
< ID:11, Address:0, Data:8, Time:7565
< ID:10, Address:0, Data:1, Time:7566
< ID:11, Address:0, Data:9, Time:7567
< ID:10, Address:0, Data:1, Time:7568
< ID:11, Address:0, Data:10, Time:7569
< ID:10, Address:0, Data:1, Time:7570
< ID:11, Address:0, Data:19, Time:7571
< ID:10, Address:0, Data:2, Time:7572
< ID:11, Address:0, Data:26, Time:7573
< ID:10, Address:0, Data:2, Time:7574
< ID:11, Address:0, Data:29, Time:7575
< ID:10, Address:0, Data:1, Time:7576
< ID:11, Address:0, Data:45, Time:7577
< ID:10, Address:0, Data:2, Time:7578
< ID:11, Address:0, Data:55, Time:7579
< ID:10, Address:0, Data:2, Time:7580
< ID:11, Address:0, Data:56, Time:7581
< ID:10, Address:0, Data:1, Time:7582
< ID:11, Address:0, Data:63, Time:7583
< ID:10, Address:0, Data:2, Time:7584
< ID:11, Address:0, Data:67, Time:7585
< ID:10, Address:0, Data:2, Time:7586
< ID:11, Address:0, Data:75, Time:7587
< ID:10, Address:0, Data:2, Time:7588
< ID:11, Address:0, Data:78, Time:7589
< ID:10, Address:0, Data:2, Time:7590
< ID:11, Address:0, Data:82, Time:7591
< ID:10, Address:0, Data:2, Time:7592
< ID:11, Address:0, Data:84, Time:7593
< ID:10, Address:0, Data:2, Time:7594
< ID:11, Address:0, Data:85, Time:7595
< ID:10, Address:0, Data:2, Time:7596
< ID:11, Address:0, Data:87, Time:7597
< ID:10, Address:0, Data:1, Time:7598
< ID:11, Address:0, Data:93, Time:7599
< ID:10, Address:0, Data:2, Time:7600
< ID:11, Address:0, Data:94, Time:7601
< ID:10, Address:0, Data:2, Time:7602
< ID:11, Address:0, Data:96, Time:7603
< ID:10, Address:0, Data:2, Time:7604
< ID:11, Address:0, Data:101, Time:7605
< ID:10, Address:0, Data:1, Time:7606
< ID:11, Address:0, Data:104, Time:7607
< ID:10, Address:0, Data:2, Time:7608
< ID:11, Address:0, Data:105, Time:7609
< ID:10, Address:0, Data:2, Time:7610
< ID:11, Address:0, Data:116, Time:7611
< ID:10, Address:0, Data:2, Time:7612
< ID:11, Address:0, Data:117, Time:7613
< ID:10, Address:0, Data:1, Time:7614
< ID:11, Address:0, Data:124, Time:7615
< ID:10, Address:0, Data:2, Time:7616
< ID:11, Address:0, Data:125, Time:7617
< ID:10, Address:0, Data:1, Time:7618
< ID:11, Address:0, Data:127, Time:7619
< ID:10, Address:0, Data:3, Time:7620
< ID:11, Address:0, Data:130, Time:7621
< ID:10, Address:0, Data:2, Time:7622
< ID:11, Address:0, Data:142, Time:7623
< ID:10, Address:0, Data:1, Time:7624
< ID:11, Address:0, Data:144, Time:7625
< ID:10, Address:0, Data:2, Time:7626
< ID:11, Address:0, Data:145, Time:7627
< ID:10, Address:0, Data:1, Time:7628
< ID:11, Address:0, Data:155, Time:7629
< ID:10, Address:0, Data:2, Time:7630
< ID:11, Address:0, Data:159, Time:7631
< ID:10, Address:0, Data:2, Time:7632
< ID:11, Address:0, Data:162, Time:7633
< ID:10, Address:0, Data:1, Time:7634
< ID:11, Address:0, Data:171, Time:7635
< ID:10, Address:0, Data:2, Time:7636
< ID:11, Address:0, Data:178, Time:7637
< ID:10, Address:0, Data:2, Time:7638
< ID:11, Address:0, Data:183, Time:7639
< ID:10, Address:0, Data:2, Time:7640
< ID:11, Address:0, Data:195, Time:7641
< ID:10, Address:0, Data:2, Time:7642
< ID:11, Address:0, Data:198, Time:7643
< ID:10, Address:0, Data:1, Time:7644
< ID:11, Address:0, Data:203, Time:7645
< ID:10, Address:0, Data:2, Time:7646
< ID:11, Address:0, Data:204, Time:7647
< ID:10, Address:0, Data:2, Time:7648
< ID:11, Address:0, Data:206, Time:7649
< ID:10, Address:0, Data:2, Time:7650
< ID:11, Address:0, Data:213, Time:7651
< ID:10, Address:0, Data:2, Time:7652
< ID:11, Address:0, Data:214, Time:7653
< ID:10, Address:0, Data:2, Time:7654
< ID:11, Address:0, Data:215, Time:7655
< ID:10, Address:0, Data:2, Time:7656
< ID:11, Address:0, Data:221, Time:7657
< ID:10, Address:0, Data:1, Time:7658
< ID:11, Address:0, Data:224, Time:7659
< ID:10, Address:0, Data:2, Time:7660
< ID:11, Address:0, Data:227, Time:7661
< ID:10, Address:0, Data:2, Time:7662
< ID:11, Address:0, Data:231, Time:7663
< ID:10, Address:0, Data:2, Time:7664
< ID:11, Address:0, Data:250, Time:7665
< ID:10, Address:0, Data:1, Time:7666
< ID:8, Address:0, Data:3413, Time:7667
< ID:9, Address:0, Data:3417, Time:7668
< ID:11, Address:0, Data:5, Time:7669
< ID:10, Address:0, Data:2, Time:7670
< ID:11, Address:0, Data:29, Time:7671
< ID:10, Address:0, Data:1, Time:7672
< ID:11, Address:0, Data:45, Time:7673
< ID:10, Address:0, Data:2, Time:7674
< ID:11, Address:0, Data:206, Time:7675
< ID:10, Address:0, Data:2, Time:7676
< ID:8, Address:0, Data:3417, Time:7677
< ID:9, Address:0, Data:3431, Time:7678
< ID:11, Address:0, Data:10, Time:7679
< ID:10, Address:0, Data:1, Time:7680
< ID:11, Address:0, Data:19, Time:7681
< ID:10, Address:0, Data:2, Time:7682
< ID:11, Address:0, Data:45, Time:7683
< ID:10, Address:0, Data:2, Time:7684
< ID:11, Address:0, Data:51, Time:7685
< ID:10, Address:0, Data:2, Time:7686
< ID:11, Address:0, Data:66, Time:7687
< ID:10, Address:0, Data:1, Time:7688
< ID:11, Address:0, Data:81, Time:7689
< ID:10, Address:0, Data:2, Time:7690
< ID:11, Address:0, Data:82, Time:7691
< ID:10, Address:0, Data:2, Time:7692
< ID:11, Address:0, Data:84, Time:7693
< ID:10, Address:0, Data:2, Time:7694
< ID:11, Address:0, Data:104, Time:7695
< ID:10, Address:0, Data:2, Time:7696
< ID:11, Address:0, Data:182, Time:7697
< ID:10, Address:0, Data:1, Time:7698
< ID:11, Address:0, Data:183, Time:7699
< ID:10, Address:0, Data:2, Time:7700
< ID:11, Address:0, Data:206, Time:7701
< ID:10, Address:0, Data:2, Time:7702
< ID:11, Address:0, Data:231, Time:7703
< ID:10, Address:0, Data:2, Time:7704
< ID:11, Address:0, Data:250, Time:7705
< ID:10, Address:0, Data:1, Time:7706
< ID:8, Address:0, Data:3431, Time:7707
< ID:9, Address:0, Data:3433, Time:7708
< ID:11, Address:0, Data:10, Time:7709
< ID:10, Address:0, Data:1, Time:7710
< ID:11, Address:0, Data:75, Time:7711
< ID:10, Address:0, Data:2, Time:7712
< ID:8, Address:0, Data:3433, Time:7713
< ID:9, Address:0, Data:3453, Time:7714
< ID:11, Address:0, Data:1, Time:7715
< ID:10, Address:0, Data:2, Time:7716
< ID:11, Address:0, Data:10, Time:7717
< ID:10, Address:0, Data:1, Time:7718
< ID:11, Address:0, Data:45, Time:7719
< ID:10, Address:0, Data:2, Time:7720
< ID:11, Address:0, Data:56, Time:7721
< ID:10, Address:0, Data:1, Time:7722
< ID:11, Address:0, Data:74, Time:7723
< ID:10, Address:0, Data:2, Time:7724
< ID:11, Address:0, Data:75, Time:7725
< ID:10, Address:0, Data:2, Time:7726
< ID:11, Address:0, Data:87, Time:7727
< ID:10, Address:0, Data:1, Time:7728
< ID:11, Address:0, Data:96, Time:7729
< ID:10, Address:0, Data:2, Time:7730
< ID:11, Address:0, Data:105, Time:7731
< ID:10, Address:0, Data:2, Time:7732
< ID:11, Address:0, Data:113, Time:7733
< ID:10, Address:0, Data:2, Time:7734
< ID:11, Address:0, Data:116, Time:7735
< ID:10, Address:0, Data:2, Time:7736
< ID:11, Address:0, Data:145, Time:7737
< ID:10, Address:0, Data:1, Time:7738
< ID:11, Address:0, Data:161, Time:7739
< ID:10, Address:0, Data:2, Time:7740
< ID:11, Address:0, Data:207, Time:7741
< ID:10, Address:0, Data:2, Time:7742
< ID:11, Address:0, Data:214, Time:7743
< ID:10, Address:0, Data:2, Time:7744
< ID:11, Address:0, Data:220, Time:7745
< ID:10, Address:0, Data:1, Time:7746
< ID:11, Address:0, Data:221, Time:7747
< ID:10, Address:0, Data:1, Time:7748
< ID:11, Address:0, Data:231, Time:7749
< ID:10, Address:0, Data:2, Time:7750
< ID:11, Address:0, Data:237, Time:7751
< ID:10, Address:0, Data:2, Time:7752
< ID:11, Address:0, Data:240, Time:7753
< ID:10, Address:0, Data:1, Time:7754
< ID:8, Address:0, Data:3453, Time:7755
< ID:9, Address:0, Data:3552, Time:7756
< ID:11, Address:0, Data:1, Time:7757
< ID:10, Address:0, Data:2, Time:7758
< ID:11, Address:0, Data:3, Time:7759
< ID:10, Address:0, Data:2, Time:7760
< ID:11, Address:0, Data:5, Time:7761
< ID:10, Address:0, Data:2, Time:7762
< ID:11, Address:0, Data:7, Time:7763
< ID:10, Address:0, Data:3, Time:7764
< ID:11, Address:0, Data:8, Time:7765
< ID:10, Address:0, Data:1, Time:7766
< ID:11, Address:0, Data:9, Time:7767
< ID:10, Address:0, Data:1, Time:7768
< ID:11, Address:0, Data:10, Time:7769
< ID:10, Address:0, Data:1, Time:7770
< ID:11, Address:0, Data:11, Time:7771
< ID:10, Address:0, Data:2, Time:7772
< ID:11, Address:0, Data:19, Time:7773
< ID:10, Address:0, Data:2, Time:7774
< ID:11, Address:0, Data:20, Time:7775
< ID:10, Address:0, Data:2, Time:7776
< ID:11, Address:0, Data:21, Time:7777
< ID:10, Address:0, Data:2, Time:7778
< ID:11, Address:0, Data:26, Time:7779
< ID:10, Address:0, Data:2, Time:7780
< ID:11, Address:0, Data:27, Time:7781
< ID:10, Address:0, Data:2, Time:7782
< ID:11, Address:0, Data:29, Time:7783
< ID:10, Address:0, Data:1, Time:7784
< ID:11, Address:0, Data:31, Time:7785
< ID:10, Address:0, Data:1, Time:7786
< ID:11, Address:0, Data:32, Time:7787
< ID:10, Address:0, Data:2, Time:7788
< ID:11, Address:0, Data:34, Time:7789
< ID:10, Address:0, Data:2, Time:7790
< ID:11, Address:0, Data:39, Time:7791
< ID:10, Address:0, Data:2, Time:7792
< ID:11, Address:0, Data:40, Time:7793
< ID:10, Address:0, Data:2, Time:7794
< ID:11, Address:0, Data:43, Time:7795
< ID:10, Address:0, Data:2, Time:7796
< ID:11, Address:0, Data:45, Time:7797
< ID:10, Address:0, Data:2, Time:7798
< ID:11, Address:0, Data:47, Time:7799
< ID:10, Address:0, Data:2, Time:7800
< ID:11, Address:0, Data:51, Time:7801
< ID:10, Address:0, Data:2, Time:7802
< ID:11, Address:0, Data:56, Time:7803
< ID:10, Address:0, Data:1, Time:7804
< ID:11, Address:0, Data:59, Time:7805
< ID:10, Address:0, Data:2, Time:7806
< ID:11, Address:0, Data:62, Time:7807
< ID:10, Address:0, Data:2, Time:7808
< ID:11, Address:0, Data:65, Time:7809
< ID:10, Address:0, Data:2, Time:7810
< ID:11, Address:0, Data:66, Time:7811
< ID:10, Address:0, Data:1, Time:7812
< ID:11, Address:0, Data:67, Time:7813
< ID:10, Address:0, Data:2, Time:7814
< ID:11, Address:0, Data:68, Time:7815
< ID:10, Address:0, Data:2, Time:7816
< ID:11, Address:0, Data:72, Time:7817
< ID:10, Address:0, Data:2, Time:7818
< ID:11, Address:0, Data:73, Time:7819
< ID:10, Address:0, Data:2, Time:7820
< ID:11, Address:0, Data:75, Time:7821
< ID:10, Address:0, Data:2, Time:7822
< ID:11, Address:0, Data:76, Time:7823
< ID:10, Address:0, Data:2, Time:7824
< ID:11, Address:0, Data:80, Time:7825
< ID:10, Address:0, Data:3, Time:7826
< ID:11, Address:0, Data:82, Time:7827
< ID:10, Address:0, Data:2, Time:7828
< ID:11, Address:0, Data:84, Time:7829
< ID:10, Address:0, Data:2, Time:7830
< ID:11, Address:0, Data:87, Time:7831
< ID:10, Address:0, Data:1, Time:7832
< ID:11, Address:0, Data:89, Time:7833
< ID:10, Address:0, Data:2, Time:7834
< ID:11, Address:0, Data:92, Time:7835
< ID:10, Address:0, Data:2, Time:7836
< ID:11, Address:0, Data:93, Time:7837
< ID:10, Address:0, Data:2, Time:7838
< ID:11, Address:0, Data:94, Time:7839
< ID:10, Address:0, Data:2, Time:7840
< ID:11, Address:0, Data:95, Time:7841
< ID:10, Address:0, Data:2, Time:7842
< ID:11, Address:0, Data:96, Time:7843
< ID:10, Address:0, Data:2, Time:7844
< ID:11, Address:0, Data:98, Time:7845
< ID:10, Address:0, Data:2, Time:7846
< ID:11, Address:0, Data:99, Time:7847
< ID:10, Address:0, Data:2, Time:7848
< ID:11, Address:0, Data:101, Time:7849
< ID:10, Address:0, Data:1, Time:7850
< ID:11, Address:0, Data:104, Time:7851
< ID:10, Address:0, Data:2, Time:7852
< ID:11, Address:0, Data:105, Time:7853
< ID:10, Address:0, Data:2, Time:7854
< ID:11, Address:0, Data:106, Time:7855
< ID:10, Address:0, Data:3, Time:7856
< ID:11, Address:0, Data:107, Time:7857
< ID:10, Address:0, Data:2, Time:7858
< ID:11, Address:0, Data:109, Time:7859
< ID:10, Address:0, Data:2, Time:7860
< ID:11, Address:0, Data:112, Time:7861
< ID:10, Address:0, Data:2, Time:7862
< ID:11, Address:0, Data:113, Time:7863
< ID:10, Address:0, Data:2, Time:7864
< ID:11, Address:0, Data:116, Time:7865
< ID:10, Address:0, Data:2, Time:7866
< ID:11, Address:0, Data:117, Time:7867
< ID:10, Address:0, Data:1, Time:7868
< ID:11, Address:0, Data:120, Time:7869
< ID:10, Address:0, Data:2, Time:7870
< ID:11, Address:0, Data:125, Time:7871
< ID:10, Address:0, Data:1, Time:7872
< ID:11, Address:0, Data:128, Time:7873
< ID:10, Address:0, Data:2, Time:7874
< ID:11, Address:0, Data:138, Time:7875
< ID:10, Address:0, Data:2, Time:7876
< ID:11, Address:0, Data:141, Time:7877
< ID:10, Address:0, Data:1, Time:7878
< ID:11, Address:0, Data:142, Time:7879
< ID:10, Address:0, Data:1, Time:7880
< ID:11, Address:0, Data:143, Time:7881
< ID:10, Address:0, Data:2, Time:7882
< ID:11, Address:0, Data:145, Time:7883
< ID:10, Address:0, Data:1, Time:7884
< ID:11, Address:0, Data:150, Time:7885
< ID:10, Address:0, Data:2, Time:7886
< ID:11, Address:0, Data:155, Time:7887
< ID:10, Address:0, Data:2, Time:7888
< ID:11, Address:0, Data:156, Time:7889
< ID:10, Address:0, Data:2, Time:7890
< ID:11, Address:0, Data:158, Time:7891
< ID:10, Address:0, Data:2, Time:7892
< ID:11, Address:0, Data:162, Time:7893
< ID:10, Address:0, Data:1, Time:7894
< ID:11, Address:0, Data:164, Time:7895
< ID:10, Address:0, Data:2, Time:7896
< ID:11, Address:0, Data:170, Time:7897
< ID:10, Address:0, Data:2, Time:7898
< ID:11, Address:0, Data:177, Time:7899
< ID:10, Address:0, Data:2, Time:7900
< ID:11, Address:0, Data:180, Time:7901
< ID:10, Address:0, Data:2, Time:7902
< ID:11, Address:0, Data:182, Time:7903
< ID:10, Address:0, Data:1, Time:7904
< ID:11, Address:0, Data:183, Time:7905
< ID:10, Address:0, Data:2, Time:7906
< ID:11, Address:0, Data:186, Time:7907
< ID:10, Address:0, Data:2, Time:7908
< ID:11, Address:0, Data:187, Time:7909
< ID:10, Address:0, Data:2, Time:7910
< ID:11, Address:0, Data:198, Time:7911
< ID:10, Address:0, Data:1, Time:7912
< ID:11, Address:0, Data:201, Time:7913
< ID:10, Address:0, Data:2, Time:7914
< ID:11, Address:0, Data:203, Time:7915
< ID:10, Address:0, Data:2, Time:7916
< ID:11, Address:0, Data:204, Time:7917
< ID:10, Address:0, Data:2, Time:7918
< ID:11, Address:0, Data:205, Time:7919
< ID:10, Address:0, Data:2, Time:7920
< ID:11, Address:0, Data:206, Time:7921
< ID:10, Address:0, Data:2, Time:7922
< ID:11, Address:0, Data:207, Time:7923
< ID:10, Address:0, Data:2, Time:7924
< ID:11, Address:0, Data:213, Time:7925
< ID:10, Address:0, Data:2, Time:7926
< ID:11, Address:0, Data:215, Time:7927
< ID:10, Address:0, Data:2, Time:7928
< ID:11, Address:0, Data:217, Time:7929
< ID:10, Address:0, Data:2, Time:7930
< ID:11, Address:0, Data:221, Time:7931
< ID:10, Address:0, Data:1, Time:7932
< ID:11, Address:0, Data:224, Time:7933
< ID:10, Address:0, Data:2, Time:7934
< ID:11, Address:0, Data:232, Time:7935
< ID:10, Address:0, Data:2, Time:7936
< ID:11, Address:0, Data:236, Time:7937
< ID:10, Address:0, Data:2, Time:7938
< ID:11, Address:0, Data:237, Time:7939
< ID:10, Address:0, Data:2, Time:7940
< ID:11, Address:0, Data:240, Time:7941
< ID:10, Address:0, Data:1, Time:7942
< ID:11, Address:0, Data:242, Time:7943
< ID:10, Address:0, Data:127, Time:7944
< ID:12, Address:242, Data:3, Time:7945
< ID:11, Address:0, Data:245, Time:7946
---
> ID:11, Address:0, Data:202, Time:7543
> ID:10, Address:0, Data:127, Time:7544
> ID:12, Address:202, Data:3, Time:7545
> ID:11, Address:0, Data:207, Time:7546
> ID:10, Address:0, Data:2, Time:7547
> ID:11, Address:0, Data:208, Time:7548
> ID:10, Address:0, Data:2, Time:7549
> ID:11, Address:0, Data:209, Time:7550
> ID:10, Address:0, Data:2, Time:7551
> ID:11, Address:0, Data:214, Time:7552
> ID:10, Address:0, Data:2, Time:7553
> ID:11, Address:0, Data:220, Time:7554
> ID:10, Address:0, Data:1, Time:7555
> ID:11, Address:0, Data:221, Time:7556
> ID:10, Address:0, Data:1, Time:7557
> ID:11, Address:0, Data:225, Time:7558
> ID:10, Address:0, Data:2, Time:7559
> ID:11, Address:0, Data:231, Time:7560
> ID:10, Address:0, Data:2, Time:7561
> ID:11, Address:0, Data:240, Time:7562
> ID:10, Address:0, Data:1, Time:7563
> ID:11, Address:0, Data:250, Time:7564
> ID:10, Address:0, Data:1, Time:7565
> ID:8, Address:0, Data:3361, Time:7566
> ID:9, Address:0, Data:3413, Time:7567
> ID:11, Address:0, Data:0, Time:7568
> ID:10, Address:0, Data:3, Time:7569
> ID:11, Address:0, Data:8, Time:7570
> ID:10, Address:0, Data:1, Time:7571
> ID:11, Address:0, Data:9, Time:7572
> ID:10, Address:0, Data:1, Time:7573
> ID:11, Address:0, Data:10, Time:7574
> ID:10, Address:0, Data:1, Time:7575
> ID:11, Address:0, Data:19, Time:7576
> ID:10, Address:0, Data:2, Time:7577
> ID:11, Address:0, Data:26, Time:7578
> ID:10, Address:0, Data:2, Time:7579
> ID:11, Address:0, Data:29, Time:7580
> ID:10, Address:0, Data:1, Time:7581
> ID:11, Address:0, Data:45, Time:7582
> ID:10, Address:0, Data:2, Time:7583
> ID:11, Address:0, Data:55, Time:7584
> ID:10, Address:0, Data:2, Time:7585
> ID:11, Address:0, Data:56, Time:7586
> ID:10, Address:0, Data:1, Time:7587
> ID:11, Address:0, Data:63, Time:7588
> ID:10, Address:0, Data:2, Time:7589
> ID:11, Address:0, Data:67, Time:7590
> ID:10, Address:0, Data:2, Time:7591
> ID:11, Address:0, Data:75, Time:7592
> ID:10, Address:0, Data:2, Time:7593
> ID:11, Address:0, Data:78, Time:7594
> ID:10, Address:0, Data:2, Time:7595
> ID:11, Address:0, Data:82, Time:7596
> ID:10, Address:0, Data:2, Time:7597
> ID:11, Address:0, Data:84, Time:7598
> ID:10, Address:0, Data:2, Time:7599
> ID:11, Address:0, Data:85, Time:7600
> ID:10, Address:0, Data:2, Time:7601
> ID:11, Address:0, Data:87, Time:7602
> ID:10, Address:0, Data:1, Time:7603
> ID:11, Address:0, Data:93, Time:7604
> ID:10, Address:0, Data:2, Time:7605
> ID:11, Address:0, Data:94, Time:7606
> ID:10, Address:0, Data:2, Time:7607
> ID:11, Address:0, Data:96, Time:7608
> ID:10, Address:0, Data:2, Time:7609
> ID:11, Address:0, Data:101, Time:7610
> ID:10, Address:0, Data:1, Time:7611
> ID:11, Address:0, Data:104, Time:7612
> ID:10, Address:0, Data:2, Time:7613
> ID:11, Address:0, Data:105, Time:7614
> ID:10, Address:0, Data:2, Time:7615
> ID:11, Address:0, Data:116, Time:7616
> ID:10, Address:0, Data:2, Time:7617
> ID:11, Address:0, Data:117, Time:7618
> ID:10, Address:0, Data:1, Time:7619
> ID:11, Address:0, Data:124, Time:7620
> ID:10, Address:0, Data:2, Time:7621
> ID:11, Address:0, Data:125, Time:7622
> ID:10, Address:0, Data:1, Time:7623
> ID:11, Address:0, Data:127, Time:7624
> ID:10, Address:0, Data:3, Time:7625
> ID:11, Address:0, Data:130, Time:7626
> ID:10, Address:0, Data:2, Time:7627
> ID:11, Address:0, Data:142, Time:7628
> ID:10, Address:0, Data:1, Time:7629
> ID:11, Address:0, Data:144, Time:7630
> ID:10, Address:0, Data:2, Time:7631
> ID:11, Address:0, Data:145, Time:7632
> ID:10, Address:0, Data:1, Time:7633
> ID:11, Address:0, Data:155, Time:7634
> ID:10, Address:0, Data:2, Time:7635
> ID:11, Address:0, Data:159, Time:7636
> ID:10, Address:0, Data:2, Time:7637
> ID:11, Address:0, Data:162, Time:7638
> ID:10, Address:0, Data:1, Time:7639
> ID:11, Address:0, Data:171, Time:7640
> ID:10, Address:0, Data:2, Time:7641
> ID:11, Address:0, Data:178, Time:7642
> ID:10, Address:0, Data:2, Time:7643
> ID:11, Address:0, Data:183, Time:7644
> ID:10, Address:0, Data:2, Time:7645
> ID:11, Address:0, Data:195, Time:7646
> ID:10, Address:0, Data:2, Time:7647
> ID:11, Address:0, Data:198, Time:7648
> ID:10, Address:0, Data:1, Time:7649
> ID:11, Address:0, Data:203, Time:7650
> ID:10, Address:0, Data:2, Time:7651
> ID:11, Address:0, Data:204, Time:7652
> ID:10, Address:0, Data:2, Time:7653
> ID:11, Address:0, Data:206, Time:7654
> ID:10, Address:0, Data:2, Time:7655
> ID:11, Address:0, Data:213, Time:7656
> ID:10, Address:0, Data:2, Time:7657
> ID:11, Address:0, Data:214, Time:7658
> ID:10, Address:0, Data:2, Time:7659
> ID:11, Address:0, Data:215, Time:7660
> ID:10, Address:0, Data:2, Time:7661
> ID:11, Address:0, Data:221, Time:7662
> ID:10, Address:0, Data:1, Time:7663
> ID:11, Address:0, Data:224, Time:7664
> ID:10, Address:0, Data:2, Time:7665
> ID:11, Address:0, Data:227, Time:7666
> ID:10, Address:0, Data:2, Time:7667
> ID:11, Address:0, Data:231, Time:7668
> ID:10, Address:0, Data:2, Time:7669
> ID:11, Address:0, Data:250, Time:7670
> ID:10, Address:0, Data:1, Time:7671
> ID:8, Address:0, Data:3413, Time:7672
> ID:9, Address:0, Data:3417, Time:7673
> ID:11, Address:0, Data:5, Time:7674
> ID:10, Address:0, Data:2, Time:7675
> ID:11, Address:0, Data:29, Time:7676
> ID:10, Address:0, Data:1, Time:7677
> ID:11, Address:0, Data:45, Time:7678
> ID:10, Address:0, Data:2, Time:7679
> ID:11, Address:0, Data:206, Time:7680
> ID:10, Address:0, Data:2, Time:7681
> ID:8, Address:0, Data:3417, Time:7682
> ID:9, Address:0, Data:3431, Time:7683
> ID:11, Address:0, Data:10, Time:7684
> ID:10, Address:0, Data:1, Time:7685
> ID:11, Address:0, Data:19, Time:7686
> ID:10, Address:0, Data:2, Time:7687
> ID:11, Address:0, Data:45, Time:7688
> ID:10, Address:0, Data:2, Time:7689
> ID:11, Address:0, Data:51, Time:7690
> ID:10, Address:0, Data:2, Time:7691
> ID:11, Address:0, Data:66, Time:7692
> ID:10, Address:0, Data:1, Time:7693
> ID:11, Address:0, Data:81, Time:7694
> ID:10, Address:0, Data:2, Time:7695
